FlyAsh,GGBFS,Metakaolin,NaOH_M,Na2SiO3,CopperSlag,RecycledAgg,Curing_Days,Si_Al,Comp_Strength,Density
400,0,0,10,120,0,800,7,2.200,24.6,1.840
400,0,0,10,120,0,800,7,2.200,23.7,1.840
400,0,0,10,120,0,800,7,2.200,25.4,1.840
400,0,0,10,120,0,800,7,2.200,33.1,1.840
400,0,0,10,120,0,800,7,2.200,23.9,1.840
400,0,0,10,120,0,800,7,2.200,27.3,1.840
400,0,0,10,120,0,800,7,2.200,33.9,1.840
400,0,0,10,120,0,800,14,2.200,24.5,1.840
400,0,0,10,120,0,800,14,2.200,23.5,1.840
400,0,0,10,120,0,800,14,2.200,26.0,1.840
400,0,0,10,120,0,800,14,2.200,33.7,1.840
400,0,0,10,120,0,800,14,2.200,23.6,1.840
400,0,0,10,120,0,800,14,2.200,27.4,1.840
400,0,0,10,120,0,800,14,2.200,34.2,1.840
400,0,0,10,120,0,800,28,2.200,24.9,1.840
400,0,0,10,120,0,800,28,2.200,24.4,1.840
400,0,0,10,120,0,800,28,2.200,29.0,1.840
400,0,0,10,120,0,800,28,2.200,34.7,1.840
400,0,0,10,120,0,800,28,2.200,24.4,1.840
400,0,0,10,120,0,800,28,2.200,29.8,1.840
400,0,0,10,120,0,800,28,2.200,35.3,1.840
400,0,0,12,120,0,800,3,2.200,25.0,1.840
400,0,0,12,120,0,800,3,2.200,24.1,1.840
400,0,0,12,120,0,800,3,2.200,25.9,1.840
400,0,0,12,120,0,800,3,2.200,33.8,1.840
400,0,0,12,120,0,800,3,2.200,24.4,1.840
400,0,0,12,120,0,800,3,2.200,28.3,1.840
400,0,0,12,120,0,800,3,2.200,33.9,1.840
400,0,0,12,120,0,800,7,2.200,25.0,1.840
400,0,0,12,120,0,800,7,2.200,23.9,1.840
400,0,0,12,120,0,800,7,2.200,25.9,1.840
400,0,0,12,120,0,800,7,2.200,33.6,1.840
400,0,0,12,120,0,800,7,2.200,24.2,1.840
400,0,0,12,120,0,800,7,2.200,27.8,1.840
400,0,0,12,120,0,800,7,2.200,34.0,1.840
400,0,0,12,120,0,800,14,2.200,24.8,1.840
400,0,0,12,120,0,800,14,2.200,23.6,1.840
400,0,0,12,120,0,800,14,2.200,26.6,1.840
400,0,0,12,120,0,800,14,2.200,33.8,1.840
400,0,0,12,120,0,800,14,2.200,23.8,1.840
400,0,0,12,120,0,800,14,2.200,28.0,1.840
400,0,0,12,120,0,800,14,2.200,34.4,1.840
400,0,0,12,120,0,800,28,2.200,25.6,1.840
400,0,0,12,120,0,800,28,2.200,24.6,1.840
400,0,0,12,120,0,800,28,2.200,29.6,1.840
400,0,0,12,120,0,800,28,2.200,34.9,1.840
400,0,0,12,120,0,800,28,2.200,24.9,1.840
400,0,0,12,120,0,800,28,2.200,30.3,1.840
400,0,0,12,120,0,800,28,2.200,35.4,1.840
400,0,0,14,120,0,800,3,2.200,25.3,1.840
400,0,0,14,120,0,800,3,2.200,24.3,1.840
400,0,0,14,120,0,800,3,2.200,26.6,1.840
400,0,0,14,120,0,800,3,2.200,34.0,1.840
400,0,0,14,120,0,800,3,2.200,24.6,1.840
400,0,0,14,120,0,800,3,2.200,29.0,1.840
400,0,0,14,120,0,800,3,2.200,34.1,1.840
400,0,0,14,120,0,800,7,2.200,25.4,1.840
400,0,0,14,120,0,800,7,2.200,24.1,1.840
400,0,0,14,120,0,800,7,2.200,26.5,1.840
400,0,0,14,120,0,800,7,2.200,34.0,1.840
400,0,0,14,120,0,800,7,2.200,24.5,1.840
400,0,0,14,120,0,800,7,2.200,28.5,1.840
400,0,0,14,120,0,800,7,2.200,34.3,1.840
400,0,0,14,120,0,800,14,2.200,25.5,1.840
400,0,0,14,120,0,800,14,2.200,23.8,1.840
400,0,0,14,120,0,800,14,2.200,27.3,1.840
400,0,0,14,120,0,800,14,2.200,33.8,1.840
400,0,0,14,120,0,800,14,2.200,24.1,1.840
400,0,0,14,120,0,800,14,2.200,28.6,1.840
400,0,0,14,120,0,800,14,2.200,34.6,1.840
400,0,0,14,120,0,800,28,2.200,26.3,1.840
400,0,0,14,120,0,800,28,2.200,24.8,1.840
400,0,0,14,120,0,800,28,2.200,30.2,1.840
400,0,0,14,120,0,800,28,2.200,35.1,1.840
400,0,0,14,120,0,800,28,2.200,25.3,1.840
400,0,0,14,120,0,800,28,2.200,30.8,1.840
400,0,0,14,120,0,800,28,2.200,35.3,1.840
300,100,0,8,120,0,800,3,1.950,26.2,1.840
300,100,0,8,120,0,800,3,1.950,26.0,1.840
300,100,0,8,120,0,800,3,1.950,27.5,1.840
300,100,0,8,120,0,800,3,1.950,35.9,1.840
300,100,0,8,120,0,800,3,1.950,26.4,1.840
300,100,0,8,120,0,800,3,1.950,29.9,1.840
300,100,0,8,120,0,800,3,1.950,36.8,1.840
300,100,0,8,120,0,800,7,1.950,26.4,1.840
300,100,0,8,120,0,800,7,1.950,25.8,1.840
300,100,0,8,120,0,800,7,1.950,27.6,1.840
300,100,0,8,120,0,800,7,1.950,36.2,1.840
300,100,0,8,120,0,800,7,1.950,26.2,1.840
300,100,0,8,120,0,800,7,1.950,29.6,1.840
300,100,0,8,120,0,800,7,1.950,37.0,1.840
300,100,0,8,120,0,800,14,1.950,26.4,1.840
300,100,0,8,120,0,800,14,1.950,25.8,1.840
300,100,0,8,120,0,800,14,1.950,28.2,1.840
300,100,0,8,120,0,800,14,1.950,37.2,1.840
300,100,0,8,120,0,800,14,1.950,25.7,1.840
300,100,0,8,120,0,800,14,1.950,29.6,1.840
300,100,0,8,120,0,800,14,1.950,37.7,1.840
300,100,0,8,120,0,800,28,1.950,26.7,1.840
300,100,0,8,120,0,800,28,1.950,26.7,1.840
300,100,0,8,120,0,800,28,1.950,31.2,1.840
300,100,0,8,120,0,800,28,1.950,38.0,1.840
300,100,0,8,120,0,800,28,1.950,26.4,1.840
300,100,0,8,120,0,800,28,1.950,32.0,1.840
300,100,0,8,120,0,800,28,1.950,38.7,1.840
300,100,0,10,120,0,800,3,1.950,27.5,1.840
300,100,0,10,120,0,800,3,1.950,27.3,1.840
300,100,0,10,120,0,800,3,1.950,28.9,1.840
300,100,0,10,120,0,800,3,1.950,37.7,1.840
300,100,0,10,120,0,800,3,1.950,27.7,1.840
300,100,0,10,120,0,800,3,1.950,31.4,1.840
300,100,0,10,120,0,800,3,1.950,38.7,1.840
300,100,0,10,120,0,800,7,1.950,27.7,1.840
300,100,0,10,120,0,800,7,1.950,27.1,1.840
300,100,0,10,120,0,800,7,1.950,28.9,1.840
300,100,0,10,120,0,800,7,1.950,38.0,1.840
300,100,0,10,120,0,800,7,1.950,27.5,1.840
300,100,0,10,120,0,800,7,1.950,31.1,1.840
300,100,0,10,120,0,800,7,1.950,38.9,1.840
300,100,0,10,120,0,800,14,1.950,27.7,1.840
300,100,0,10,120,0,800,14,1.950,27.1,1.840
300,100,0,10,120,0,800,14,1.950,29.6,1.840
300,100,0,10,120,0,800,14,1.950,39.0,1.840
300,100,0,10,120,0,800,14,1.950,27.0,1.840
300,100,0,10,120,0,800,14,1.950,31.0,1.840
300,100,0,10,120,0,800,14,1.950,39.5,1.840
300,100,0,10,120,0,800,28,1.950,28.1,1.840
300,100,0,10,120,0,800,28,1.950,28.1,1.840
300,100,0,10,120,0,800,28,1.950,32.7,1.840
300,100,0,10,120,0,800,28,1.950,39.9,1.840
300,100,0,10,120,0,800,28,1.950,27.7,1.840
300,100,0,10,120,0,800,28,1.950,33.6,1.840
300,100,0,10,120,0,800,28,1.950,40.7,1.840
300,100,0,12,120,0,800,3,1.950,28.9,1.840
300,100,0,12,120,0,800,3,1.950,28.7,1.840
300,100,0,12,120,0,800,3,1.950,30.4,1.840
300,100,0,12,120,0,800,3,1.950,39.6,1.840
300,100,0,12,120,0,800,3,1.950,29.1,1.840
300,100,0,12,120,0,800,3,1.950,33.0,1.840
300,100,0,12,120,0,800,3,1.950,40.6,1.840
300,100,0,12,120,0,800,7,1.950,29.1,1.840
300,100,0,12,120,0,800,7,1.950,28.5,1.840
300,100,0,12,120,0,800,7,1.950,30.4,1.840
300,100,0,12,120,0,800,7,1.950,39.9,1.840
300,100,0,12,120,0,800,7,1.950,28.9,1.840
300,100,0,12,120,0,800,7,1.950,32.7,1.840
300,100,0,12,120,0,800,7,1.950,40.8,1.840
300,100,0,12,120,0,800,14,1.950,29.1,1.840
300,100,0,12,120,0,800,14,1.950,28.4,1.840
300,100,0,12,120,0,800,14,1.950,31.1,1.840
300,100,0,12,120,0,800,14,1.950,41.0,1.840
300,100,0,12,120,0,800,14,1.950,28.4,1.840
300,100,0,12,120,0,800,14,1.950,32.6,1.840
300,100,0,12,120,0,800,14,1.950,41.5,1.840
300,100,0,12,120,0,800,28,1.950,29.5,1.840
300,100,0,12,120,0,800,28,1.950,29.5,1.840
300,100,0,12,120,0,800,28,1.950,34.4,1.840
300,100,0,12,120,0,800,28,1.950,41.9,1.840
300,100,0,12,120,0,800,28,1.950,29.1,1.840
300,100,0,12,120,0,800,28,1.950,35.3,1.840
300,100,0,12,120,0,800,28,1.950,42.7,1.840
300,100,0,14,120,0,800,3,1.950,30.3,1.840
300,100,0,14,120,0,800,3,1.950,30.1,1.840
300,100,0,14,120,0,800,3,1.950,31.9,1.840
300,100,0,14,120,0,800,3,1.950,41.6,1.840
300,100,0,14,120,0,800,3,1.950,30.5,1.840
300,100,0,14,120,0,800,3,1.950,34.7,1.840
300,100,0,14,120,0,800,3,1.950,42.7,1.840
300,100,0,14,120,0,800,7,1.950,30.6,1.840
300,100,0,14,120,0,800,7,1.950,29.9,1.840
300,100,0,14,120,0,800,7,1.950,31.9,1.840
300,100,0,14,120,0,800,7,1.950,41.9,1.840
300,100,0,14,120,0,800,7,1.950,30.3,1.840
300,100,0,14,120,0,800,7,1.950,34.3,1.840
300,100,0,14,120,0,800,7,1.950,42.9,1.840
300,100,0,14,120,0,800,14,1.950,30.6,1.840
300,100,0,14,120,0,800,14,1.950,29.8,1.840
300,100,0,14,120,0,800,14,1.950,32.6,1.840
300,100,0,14,120,0,800,14,1.950,43.0,1.840
300,100,0,14,120,0,800,14,1.950,29.8,1.840
300,100,0,14,120,0,800,14,1.950,34.2,1.840
300,100,0,14,120,0,800,14,1.950,43.6,1.840
300,100,0,14,120,0,800,28,1.950,31.0,1.840
300,100,0,14,120,0,800,28,1.950,31.0,1.840
300,100,0,14,120,0,800,28,1.950,36.1,1.840
300,100,0,14,120,0,800,28,1.950,44.0,1.840
300,100,0,14,120,0,800,28,1.950,30.6,1.840
300,100,0,14,120,0,800,28,1.950,37.1,1.840
300,100,0,14,120,0,800,28,1.950,44.8,1.840
1350,0,0,8,270,0,0,7,2.200,24.82,1.870
1350,0,0,8,270,220,0,7,2.200,27.16,2.002
1350,0,0,8,270,440,0,7,2.200,28.49,2.134
1350,0,0,8,270,660,0,7,2.200,29.59,2.266
1350,0,0,8,270,880,0,7,2.200,32.07,2.398
1350,0,0,8,270,1100,0,7,2.200,34.32,2.530
1350,0,0,8,360,0,0,7,2.200,27.19,1.870
1350,0,0,8,360,220,0,7,2.200,29.87,2.002
1350,0,0,8,360,440,0,7,2.200,30.52,2.134
1350,0,0,8,360,660,0,7,2.200,31.63,2.266
1350,0,0,8,360,880,0,7,2.200,33.69,2.398
1350,0,0,8,360,1100,0,7,2.200,36.72,2.530
1350,0,0,8,405,0,0,7,2.200,23.59,1.870
1350,0,0,8,405,220,0,7,2.200,25.87,2.002
1350,0,0,8,405,440,0,7,2.200,26.89,2.134
1350,0,0,8,405,660,0,7,2.200,30.57,2.266
1350,0,0,8,405,880,0,7,2.200,31.56,2.398
1350,0,0,8,405,1100,0,7,2.200,33.58,2.530
1350,0,0,8,270,0,0,28,2.200,31.52,1.870
1350,0,0,8,270,220,0,28,2.200,32.46,2.002
1350,0,0,8,270,440,0,28,2.200,36.89,2.134
1350,0,0,8,270,660,0,28,2.200,38.41,2.266
1350,0,0,8,270,880,0,28,2.200,41.32,2.398
1350,0,0,8,270,1100,0,28,2.200,42.13,2.530
1350,0,0,8,360,0,0,28,2.200,33.28,1.870
1350,0,0,8,360,220,0,28,2.200,35.12,2.002
1350,0,0,8,360,440,0,28,2.200,38.54,2.134
1350,0,0,8,360,660,0,28,2.200,40.29,2.266
1350,0,0,8,360,880,0,28,2.200,43.69,2.398
1350,0,0,8,360,1100,0,28,2.200,45.27,2.530
1350,0,0,8,405,0,0,28,2.200,30.54,1.870
1350,0,0,8,405,220,0,28,2.200,31.25,2.002
1350,0,0,8,405,440,0,28,2.200,34.89,2.134
1350,0,0,8,405,660,0,28,2.200,37.41,2.266
1350,0,0,8,405,880,0,28,2.200,39.87,2.398
1350,0,0,8,405,1100,0,28,2.200,40.56,2.530
1350,0,0,8,270,0,0,90,2.200,36.61,1.870
1350,0,0,8,270,220,0,90,2.200,38.32,2.002
1350,0,0,8,270,440,0,90,2.200,43.45,2.134
1350,0,0,8,270,660,0,90,2.200,45.21,2.266
1350,0,0,8,270,880,0,90,2.200,47.62,2.398
1350,0,0,8,270,1100,0,90,2.200,48.56,2.530
1350,0,0,8,360,0,0,90,2.200,38.25,1.870
1350,0,0,8,360,220,0,90,2.200,40.54,2.002
1350,0,0,8,360,440,0,90,2.200,44.98,2.134
1350,0,0,8,360,660,0,90,2.200,46.92,2.266
1350,0,0,8,360,880,0,90,2.200,49.23,2.398
1350,0,0,8,360,1100,0,90,2.200,51.18,2.530
1350,0,0,8,405,0,0,90,2.200,34.98,1.870
1350,0,0,8,405,220,0,90,2.200,37.57,2.002
1350,0,0,8,405,440,0,90,2.200,41.56,2.134
1350,0,0,8,405,660,0,90,2.200,44.23,2.266
1350,0,0,8,405,880,0,90,2.200,45.58,2.398
1350,0,0,8,405,1100,0,90,2.200,46.16,2.530
1350,0,0,10,270,0,0,7,2.200,27.12,1.870
1350,0,0,10,270,220,0,7,2.200,29.32,2.002
1350,0,0,10,270,440,0,7,2.200,30.98,2.134
1350,0,0,10,270,660,0,7,2.200,32.56,2.266
1350,0,0,10,270,880,0,7,2.200,35.78,2.398
1350,0,0,10,270,1100,0,7,2.200,37.12,2.530
1350,0,0,10,360,0,0,7,2.200,29.45,1.870
1350,0,0,10,360,220,0,7,2.200,31.56,2.002
1350,0,0,10,360,440,0,7,2.200,32.78,2.134
1350,0,0,10,360,660,0,7,2.200,33.99,2.266
1350,0,0,10,360,880,0,7,2.200,36.78,2.398
1350,0,0,10,360,1100,0,7,2.200,39.29,2.530
1350,0,0,10,405,0,0,7,2.200,25.47,1.870
1350,0,0,10,405,220,0,7,2.200,27.98,2.002
1350,0,0,10,405,440,0,7,2.200,29.25,2.134
1350,0,0,10,405,660,0,7,2.200,30.68,2.266
1350,0,0,10,405,880,0,7,2.200,33.78,2.398
1350,0,0,10,405,1100,0,7,2.200,35.69,2.530
1350,0,0,10,270,0,0,28,2.200,34.96,1.870
1350,0,0,10,270,220,0,28,2.200,35.87,2.002
1350,0,0,10,270,440,0,28,2.200,39.56,2.134
1350,0,0,10,270,660,0,28,2.200,42.65,2.266
1350,0,0,10,270,880,0,28,2.200,46.12,2.398
1350,0,0,10,270,1100,0,28,2.200,47.28,2.530
1350,0,0,10,360,0,0,28,2.200,36.45,1.870
1350,0,0,10,360,220,0,28,2.200,37.54,2.002
1350,0,0,10,360,440,0,28,2.200,40.98,2.134
1350,0,0,10,360,660,0,28,2.200,43.65,2.266
1350,0,0,10,360,880,0,28,2.200,47.58,2.398
1350,0,0,10,360,1100,0,28,2.200,49.24,2.530
1350,0,0,10,405,0,0,28,2.200,33.57,1.870
1350,0,0,10,405,220,0,28,2.200,34.43,2.002
1350,0,0,10,405,440,0,28,2.200,37.26,2.134
1350,0,0,10,405,660,0,28,2.200,40.69,2.266
1350,0,0,10,405,880,0,28,2.200,44.29,2.398
1350,0,0,10,405,1100,0,28,2.200,45.87,2.530
1350,0,0,10,270,0,0,90,2.200,36.18,1.870
1350,0,0,10,270,220,0,90,2.200,38.23,2.002
1350,0,0,10,270,440,0,90,2.200,42.98,2.134
1350,0,0,10,270,660,0,90,2.200,45.39,2.266
1350,0,0,10,270,880,0,90,2.200,47.62,2.398
1350,0,0,10,270,1100,0,90,2.200,49.46,2.530
1350,0,0,10,360,0,0,90,2.200,37.65,1.870
1350,0,0,10,360,220,0,90,2.200,39.43,2.002
1350,0,0,10,360,440,0,90,2.200,44.98,2.134
1350,0,0,10,360,660,0,90,2.200,47.36,2.266
1350,0,0,10,360,880,0,90,2.200,50.09,2.398
1350,0,0,10,360,1100,0,90,2.200,52.47,2.530
1350,0,0,10,405,0,0,90,2.200,34.58,1.870
1350,0,0,10,405,220,0,90,2.200,36.40,2.002
1350,0,0,10,405,440,0,90,2.200,39.52,2.134
1350,0,0,10,405,660,0,90,2.200,41.56,2.266
1350,0,0,10,405,880,0,90,2.200,43.57,2.398
1350,0,0,10,405,1100,0,90,2.200,45.28,2.530
1350,0,0,12,270,0,0,7,2.200,27.12,1.870
1350,0,0,12,270,220,0,7,2.200,29.32,2.002
1350,0,0,12,270,440,0,7,2.200,30.98,2.134
1350,0,0,12,270,660,0,7,2.200,32.56,2.266
1350,0,0,12,270,880,0,7,2.200,35.78,2.398
1350,0,0,12,270,1100,0,7,2.200,37.12,2.530
1350,0,0,12,360,0,0,7,2.200,29.45,1.870
1350,0,0,12,360,220,0,7,2.200,31.56,2.002
1350,0,0,12,360,440,0,7,2.200,32.78,2.134
1350,0,0,12,360,660,0,7,2.200,33.99,2.266
1350,0,0,12,360,880,0,7,2.200,36.78,2.398
1350,0,0,12,360,1100,0,7,2.200,39.29,2.530
1350,0,0,12,405,0,0,7,2.200,25.47,1.870
1350,0,0,12,405,220,0,7,2.200,27.98,2.002
1350,0,0,12,405,440,0,7,2.200,29.25,2.134
1350,0,0,12,405,660,0,7,2.200,30.68,2.266
1350,0,0,12,405,880,0,7,2.200,33.78,2.398
1350,0,0,12,405,1100,0,7,2.200,35.69,2.530
1350,0,0,12,270,0,0,28,2.200,34.96,1.870
1350,0,0,12,270,220,0,28,2.200,35.87,2.002
1350,0,0,12,270,440,0,28,2.200,39.56,2.134
1350,0,0,12,270,660,0,28,2.200,42.65,2.266
1350,0,0,12,270,880,0,28,2.200,46.12,2.398
1350,0,0,12,270,1100,0,28,2.200,47.28,2.530
1350,0,0,12,360,0,0,28,2.200,36.45,1.870
1350,0,0,12,360,220,0,28,2.200,37.54,2.002
1350,0,0,12,360,440,0,28,2.200,40.98,2.134
1350,0,0,12,360,660,0,28,2.200,43.65,2.266
1350,0,0,12,360,880,0,28,2.200,47.58,2.398
1350,0,0,12,360,1100,0,28,2.200,49.24,2.530
1350,0,0,12,405,0,0,28,2.200,33.57,1.870
1350,0,0,12,405,220,0,28,2.200,34.43,2.002
1350,0,0,12,405,440,0,28,2.200,37.26,2.134
1350,0,0,12,405,660,0,28,2.200,40.69,2.266
1350,0,0,12,405,880,0,28,2.200,44.29,2.398
1350,0,0,12,405,1100,0,28,2.200,45.87,2.530
1350,0,0,12,270,0,0,90,2.200,36.18,1.870
1350,0,0,12,270,220,0,90,2.200,38.23,2.002
1350,0,0,12,270,440,0,90,2.200,42.98,2.134
1350,0,0,12,270,660,0,90,2.200,45.39,2.266
1350,0,0,12,270,880,0,90,2.200,47.62,2.398
1350,0,0,12,270,1100,0,90,2.200,49.46,2.530
1350,0,0,12,360,0,0,90,2.200,37.65,1.870
1350,0,0,12,360,220,0,90,2.200,39.43,2.002
1350,0,0,12,360,440,0,90,2.200,44.98,2.134
1350,0,0,12,360,660,0,90,2.200,47.36,2.266
1350,0,0,12,360,880,0,90,2.200,50.09,2.398
1350,0,0,12,360,1100,0,90,2.200,52.47,2.530
1350,0,0,12,405,0,0,90,2.200,34.58,1.870
1350,0,0,12,405,220,0,90,2.200,36.40,2.002
1350,0,0,12,405,440,0,90,2.200,39.52,2.134
1350,0,0,12,405,660,0,90,2.200,41.56,2.266
1350,0,0,12,405,880,0,90,2.200,43.57,2.398
1350,0,0,12,405,1100,0,90,2.200,45.28,2.530
1350,0,0,10,360,0,200,7,2.200,34.36,1.910
1350,0,0,10,360,0,400,7,2.200,32.17,1.950
1350,0,0,10,360,0,600,7,2.200,29.36,1.990
1350,0,0,10,0,660,200,7,2.200,40.83,2.306
1350,0,0,10,360,660,400,7,2.200,38.09,2.346
1350,0,0,10,360,660,600,7,2.200,34.73,2.386
1350,0,0,10,360,880,200,7,2.200,44.02,2.438
1350,0,0,10,360,880,400,7,2.200,41.69,2.478
1350,0,0,10,360,880,600,7,2.200,36.31,2.518
1350,0,0,10,360,1100,200,7,2.200,45.38,2.570
1350,0,0,10,360,1100,400,7,2.200,42.31,2.610
1350,0,0,10,360,1100,600,7,2.200,39.06,2.650
1350,0,0,10,360,0,200,28,2.200,35.62,1.910
1350,0,0,10,360,0,400,28,2.200,33.60,1.950
1350,0,0,10,360,0,600,28,2.200,31.52,1.990
1350,0,0,10,360,660,200,28,2.200,43.22,2.306
1350,0,0,10,360,660,400,28,2.200,41.75,2.346
1350,0,0,10,360,660,600,28,2.200,37.98,2.386
1350,0,0,10,360,880,200,28,2.200,46.82,2.438
1350,0,0,10,360,880,400,28,2.200,44.64,2.478
1350,0,0,10,360,880,600,28,2.200,40.19,2.518
1350,0,0,10,360,1100,200,28,2.200,48.03,2.570
1350,0,0,10,360,1100,400,28,2.200,45.78,2.610
1350,0,0,10,360,1100,600,28,2.200,42.62,2.650
